KoyaanisQatsi,328,0.0,1,1
KoyaanisQatsi,327,0.0,2,1
KoyaanisQatsi,326,0.0,3,1
KoyaanisQatsi,325,0.0,4,1
KoyaanisQatsi,323,0.0,5,1
KoyaanisQatsi,322,0.0,6,1
KoyaanisQatsi,321,0.0,7,1
KoyaanisQatsi,320,0.0,8,1
KoyaanisQatsi,316,0.0,9,1
KoyaanisQatsi,315,0.0,10,1
KoyaanisQatsi,314,0.0,11,1
KoyaanisQatsi,313,0.0,12,1
KoyaanisQatsi,311,0.0,13,1
KoyaanisQatsi,310,0.0,14,1
KoyaanisQatsi,309,0.0,15,1
KoyaanisQatsi,308,0.0,16,1
KoyaanisQatsi,307,0.0,17,1
KoyaanisQatsi,303,0.0,18,1
KoyaanisQatsi,302,0.0,19,1
KoyaanisQatsi,301,0.0,20,1
KoyaanisQatsi,300,0.0,21,1
KoyaanisQatsi,299,0.0,22,1
KoyaanisQatsi,298,0.0,23,1
KoyaanisQatsi,293,0.0,24,1
KoyaanisQatsi,242,0.0,25,1
KoyaanisQatsi,241,0.0,26,1
KoyaanisQatsi,240,0.0,27,1
KoyaanisQatsi,186,0.0,28,1
KoyaanisQatsi,163,0.0,29,1
KoyaanisQatsi,155,0.0,30,1
KoyaanisQatsi,149,0.0,31,1
KoyaanisQatsi,147,0.0,32,1
KoyaanisQatsi,109,0.0,33,1
KoyaanisQatsi,107,0.0,34,1
KoyaanisQatsi,106,0.0,35,1
KoyaanisQatsi,86,0.0,36,1
KoyaanisQatsi,69,0.0,37,1
Conversion script,328,0.0,1,1
Conversion script,327,0.0,2,1
Conversion script,326,0.0,3,1
Conversion script,325,0.0,4,1
Conversion script,323,0.0,5,1
Conversion script,322,0.0,6,1
Conversion script,321,0.0,7,1
Conversion script,320,0.0,8,1
Conversion script,316,0.0,9,1
Conversion script,315,0.0,10,1
Conversion script,314,0.0,11,1
Conversion script,313,0.0,12,1
Conversion script,311,0.0,13,1
Conversion script,310,0.0,14,1
Conversion script,309,0.0,15,1
Conversion script,308,0.0,16,1
Conversion script,307,0.0,17,1
Conversion script,303,0.0,18,1
Conversion script,302,0.0,19,1
Conversion script,301,0.0,20,1
Conversion script,300,0.0,21,1
Conversion script,299,0.0,22,1
Conversion script,298,0.0,23,1
Conversion script,293,0.0,24,1
Conversion script,242,0.0,25,1
Conversion script,241,0.0,26,1
Conversion script,240,0.0,27,1
Conversion script,186,0.0,28,1
Conversion script,163,0.0,29,1
Conversion script,155,0.0,30,1
Conversion script,149,0.0,31,1
Conversion script,147,0.0,32,1
Conversion script,109,0.0,33,1
Conversion script,107,0.0,34,1
Conversion script,106,0.0,35,1
Conversion script,86,0.0,36,1
Conversion script,69,0.0,37,1
Timo Honkasalo,328,0.0,1,1
Timo Honkasalo,327,0.0,2,1
Timo Honkasalo,326,0.0,3,1
